1022 DUNKS ROAD SHERWOOD MICHIGAN,42.0305128,-85.2080896
862 VAN WARMER ROAD SHERWOOD MICHIGAN,42.0068473,-85.20034170000001
1169 NORTH MARSHALL TEKONSHA MICHIGAN,42.0495106,-85.00115679999999
494 HERRICKSVILL E TEKONSHA MICHIGAN,42.0585042,-84.9831834
2015 TACOMA DR UNION CITY MICHIGAN,42.0430339,-85.18985649999999
213 CREEK ROAD UNION CITY MICHIGAN,42.0131434,-85.0824167
834 IRWIN AVENUE ALBION MICHIGAN,42.2375526,-84.76846259999999
304 AVENUE A S ATHENS MICHIGAN,42.0864519,-85.2340672
194 N Wabash AVENUE BATTLE CREEK MICHIGAN,42.3298332,-85.1652797
189 SWEDISH ST BATTLE CREEK MICHIGAN,42.35869599999999,-85.2364092
596 WESTBROOK BATTLE CREEK MICHIGAN,42.3246164,-85.12820479999999
51 MOTT STREET BATTLE CREEK MICHIGAN,42.3101999,-85.16962099999999
51 MOTT BATTLE CREEK MICHIGAN,42.3101999,-85.16962099999999
5533 EAST PARADISE ROAD BATTLE CREEK MICHIGAN,42.2293061,-85.1909577
274 BORDEN DRIVE BATTLE CREEK MICHIGAN,42.3440599,-85.17146400000001
925 NORTHEAST CAPITAL AVENUE BATTLE CREEK MICHIGAN,42.3350452,-85.15566830000002
135 KELWOOD BATTLE CREEK MICHIGAN,42.2942676,-85.2158438
100 FOSTER AVENUE BATTLE CREEK MICHIGAN,42.3036722,-85.20377649999999
319 NEWTOWN AVENUE BATTLE CREEK MICHIGAN,42.2791789,-85.2839758
133 ELDRED STREET BATTLE CREEK MICHIGAN,42.3081184,-85.2028418
200 SUMMER STREET BATTLE CREEK MICHIGAN,42.30577539999999,-85.2087265
131 N BROADWAY BOULEVARD BATTLE CREEK MICHIGAN,42.3516039,-85.2412118
77 MILLER STREET BATTLE CREEK MICHIGAN,42.3474183,-85.2327408
25 TAYLOR AVENUE BATTLE CREEK MICHIGAN,42.3539152,-85.2311208
220 LAUREL DRIVE BATTLE CREEK MICHIGAN,42.3327189,-85.164312
23 KELLOGG STREET BATTLE CREEK MICHIGAN,42.3519977,-85.2310498
113 N WABASH STREET BATTLE CREEK MICHIGAN,42.3274599,-85.1657135
53 MARJORIE STREET BATTLE CREEK MICHIGAN,42.30774050000001,-85.1614027
56 TRAVERSE STREET BATTLE CREEK MICHIGAN,42.3247557,-85.15944119999999
743 VANBUREN STREET BATTLE CREEK MICHIGAN,42.3312517,-85.2085005
131 N broadway BOULEVARD BATTLE CREEK MICHIGAN,42.3516039,-85.2412118
24 Magnolia AVENUE BATTLE CREEK MICHIGAN,42.3261273,-85.1582996
107 Lathrop AVENUE BATTLE CREEK MICHIGAN,42.3083625,-85.1672707
336 country club BOULEVARD BATTLE CREEK MICHIGAN,42.2829381,-85.1925783
8229 M S DR BURLINGTON MICHIGAN,42.15698949999999,-85.1331738
1977 S DR S FULTON MICHIGAN,42.1136342,-85.25571459999999
430 BYRON S ST 130 HOMER MICHIGAN,42.1412783,-84.7997252
315 WEST EVERETT STREET HOMER MICHIGAN,42.14409149999999,-84.8126405
